"","Loan_Term","Income","Age","Status_marital","Type_residence","Red_flag","Type_employment","school","default","Time_to_default","delta"
"1",36,74.51,4,6,2,1,1,1,0,32,0
"2",48,158.33,4,2,5,1,2,4,1,32,1
"3",48,238.7,2,2,3,1,2,3,0,44,0
"4",48,281.7,4,2,4,1,2,2,0,44,0
"5",48,330.67,7,3,2,1,2,1,0,44,0
"6",24,335,5,3,4,1,2,4,0,20,0
"7",24,365.35,2,2,3,1,2,4,1,9,1
"8",48,367.5,5,3,5,1,2,4,0,44,0
"9",48,370,7,3,5,1,2,1,1,22,1
"10",60,370,4,3,4,1,2,5,0,56,0
"11",48,370,7,3,5,1,2,1,1,0,1
"12",60,372.41,5,3,5,1,2,6,0,56,0
"13",48,372.5,4,3,5,1,2,2,0,44,0
"14",24,372.5,5,6,5,1,2,1,0,20,0
"15",37,372.5,7,3,5,1,2,2,0,33,0
"16",48,372.5,6,3,2,1,2,6,0,44,0
"17",48,372.5,5,3,5,1,2,1,0,44,0
"18",24,372.5,5,3,4,1,2,4,0,20,0
"19",36,380,5,3,5,2,2,2,1,7,1
"20",36,380,4,2,4,1,2,6,0,32,0
"21",24,380,7,3,5,1,2,6,0,20,0
"22",24,380,5,3,5,2,2,4,0,20,0
"23",36,380,5,3,5,2,2,2,1,0,1
"24",60,385,5,3,5,1,2,2,0,56,0
"25",24,388,2,2,3,1,2,4,0,20,0
"26",36,391.6,4,3,3,1,2,4,0,32,0
"27",60,396,4,2,3,1,1,5,0,56,0
"28",48,400,6,3,4,1,2,5,0,44,0
"29",24,400,6,3,5,1,2,3,0,20,0
"30",48,400,5,2,5,1,1,4,1,0,1
"31",48,406,4,2,5,1,2,4,1,1,1
"32",48,406,4,2,5,1,2,4,0,44,0
"33",48,406,4,2,5,1,2,4,1,0,1
"34",24,415,5,2,5,1,2,1,0,20,0
"35",48,415,7,2,5,1,1,4,0,44,0
"36",48,415,7,3,5,1,2,1,1,34,1
"37",24,415,5,2,5,1,2,4,0,20,0
"38",37,415,7,3,4,1,2,4,0,33,0
"39",24,415,4,2,4,1,2,3,0,20,0
"40",60,415,7,4,2,1,2,1,0,56,0
"41",48,415,2,2,3,1,2,4,0,44,0
"42",48,415,7,6,5,1,2,1,0,44,0
"43",60,415,5,3,4,1,2,1,0,56,0
"44",24,415,7,2,4,1,2,4,0,20,0
"45",60,415,5,3,5,1,2,6,0,56,0
"46",36,415,7,3,5,1,2,2,0,32,0
"47",48,415,2,3,5,1,2,4,0,44,0
"48",48,415,6,5,5,1,2,1,0,44,0
"49",24,415,7,3,5,1,2,1,0,20,0
"50",37,415,5,2,5,1,2,4,0,33,0
"51",60,415,3,2,5,1,2,4,1,5,1
"52",36,415,3,2,5,1,1,6,0,32,0
"53",60,415,2,2,3,1,2,4,0,56,0
"54",48,415,3,2,3,1,2,4,0,44,0
"55",48,415,3,3,3,1,2,4,0,44,0
"56",36,415,5,3,5,1,2,4,0,32,0
"57",24,415,7,3,4,1,2,1,0,20,0
"58",24,415,7,3,5,1,2,3,0,20,0
"59",30,415,7,3,5,1,2,1,0,26,0
"60",48,415,5,3,5,1,1,1,0,44,0
"61",24,415,7,3,3,2,2,1,0,20,0
"62",48,415,7,3,5,1,2,1,0,44,0
"63",48,415,3,2,3,1,2,6,0,44,0
"64",48,415,6,3,5,1,2,4,0,44,0
"65",40,415,4,6,5,1,2,4,1,16,1
"66",60,415,5,3,5,1,2,4,0,56,0
"67",49,415,4,3,5,1,2,4,0,45,0
"68",36,415,7,3,4,1,2,1,0,32,0
"69",48,415,6,3,5,2,2,2,1,15,1
"70",48,415,4,3,6,1,2,4,0,44,0
"71",60,415,5,3,3,1,2,4,0,56,0
"72",48,415,2,2,3,2,2,3,1,26,1
"73",48,415,6,3,5,1,2,1,0,44,0
"74",18,415,6,3,4,1,1,1,0,14,0
"75",48,415,7,3,5,1,2,1,1,0,1
"76",48,415,2,2,3,2,2,3,1,0,1
"77",60,415,3,2,5,1,2,4,1,0,1
"78",24,420.46,3,2,3,1,2,1,1,21,1
"79",24,425,4,2,3,1,2,2,0,20,0
"80",48,425,2,2,5,1,2,4,0,44,0
"81",48,430,5,2,4,1,2,4,1,9,1
"82",36,435,3,2,3,1,2,4,0,32,0
"83",36,439.29,7,3,5,1,2,1,0,32,0
"84",48,450,5,3,5,2,2,2,1,36,1
"85",48,450,5,3,5,2,2,2,1,0,1
"86",60,454.49,4,6,5,1,2,4,0,56,0
"87",24,456,2,2,3,1,2,4,0,20,0
"88",48,459.45,2,2,3,1,2,4,0,44,0
"89",48,462,4,2,4,1,2,1,1,6,1
"90",48,462,4,2,4,1,2,1,1,0,1
"91",60,463.46,4,2,4,2,2,2,0,56,0
"92",24,464,5,3,2,3,2,4,1,7,1
"93",24,464,5,3,2,3,2,4,1,0,1
"94",48,464.5,5,3,5,1,2,4,0,44,0
"95",24,467,4,2,3,1,2,4,0,20,0
"96",48,470,5,6,5,1,1,1,1,3,1
"97",24,470,6,6,4,1,1,1,1,8,1
"98",48,471.34,7,3,5,1,2,1,0,44,0
"99",12,475,3,2,3,1,2,3,0,8,0
"100",60,477.4,4,2,4,1,2,4,0,56,0
"101",48,479,2,2,3,1,1,5,1,9,1
"102",48,479,2,2,3,1,1,5,1,0,1
"103",48,481.32,4,6,5,1,2,3,1,6,1
"104",12,481.45,4,2,4,1,2,4,0,8,0
"105",48,483.44,3,2,3,1,2,4,0,44,0
"106",40,484,4,2,3,1,2,2,0,36,0
"107",48,484.28,7,3,5,1,2,2,0,44,0
"108",51,490,4,6,3,1,2,1,0,47,0
"109",60,492.89,3,2,3,1,2,6,0,56,0
"110",60,493,4,6,2,1,2,4,0,56,0
"111",38,498.25,2,2,3,1,2,5,0,34,0
"112",48,500,5,3,5,1,1,1,0,44,0
"113",60,500,4,2,5,1,2,4,0,56,0
"114",18,500,4,3,5,1,2,5,0,14,0
"115",48,500,4,2,3,1,2,4,0,44,0
"116",48,500,2,2,3,1,1,4,1,21,1
"117",48,500,2,2,3,1,1,5,0,44,0
"118",60,500,4,3,3,1,2,4,0,56,0
"119",48,500,4,2,7,1,2,3,1,22,1
"120",36,500,6,3,4,1,2,1,0,32,0
"121",48,500,4,2,7,1,2,3,1,0,1
"122",48,500,2,2,3,1,1,4,1,0,1
"123",48,504.96,4,3,4,1,2,2,0,44,0
"124",49,506,3,2,3,1,2,5,0,45,0
"125",60,507,4,2,5,1,2,4,0,56,0
"126",48,512,7,2,4,2,2,4,0,44,0
"127",48,512,4,2,3,2,2,4,1,19,1
"128",48,512,4,2,3,2,2,4,1,0,1
"129",48,515,4,4,5,1,2,5,1,9,1
"130",48,518.46,2,2,5,1,2,3,0,44,0
"131",48,520,5,6,5,2,2,4,0,44,0
"132",36,520.97,4,2,3,1,2,4,0,32,0
"133",26,524,3,2,3,1,2,6,0,22,0
"134",48,524,4,2,5,1,2,4,0,44,0
"135",48,527.52,4,2,3,2,2,6,0,44,0
"136",48,528,2,2,3,1,2,3,0,44,0
"137",48,533.51,7,3,5,1,2,1,0,44,0
"138",37,534,4,3,2,1,2,4,0,33,0
"139",60,534.26,4,2,3,1,2,6,0,56,0
"140",48,540,4,2,3,1,2,4,1,38,1
"141",48,543,2,2,3,1,2,5,1,14,1
"142",48,543,2,2,3,1,2,5,1,0,1
"143",48,545.17,4,2,7,1,2,4,0,44,0
"144",48,546,4,2,5,1,2,4,0,44,0
"145",48,547.8,3,2,3,1,2,3,0,44,0
"146",60,550,5,2,4,1,2,5,0,56,0
"147",24,550,2,2,3,1,2,5,0,20,0
"148",36,550,2,2,2,1,2,5,0,32,0
"149",48,550,5,3,4,1,2,2,1,23,1
"150",26,550.46,7,3,5,1,2,1,0,22,0
"151",48,552.9,2,3,3,1,2,5,1,6,1
"152",60,555,5,3,5,1,2,1,0,56,0
"153",36,556.56,7,5,5,1,2,4,0,32,0
"154",48,558,4,6,3,1,2,4,0,44,0
"155",60,558.85,4,2,2,1,1,4,1,5,1
"156",48,562.25,4,6,5,1,2,4,0,44,0
"157",36,564.5,4,3,5,1,2,4,0,32,0
"158",48,564.87,2,2,3,1,2,4,1,11,1
"159",48,565,5,3,2,1,2,3,0,44,0
"160",60,565.86,7,3,2,1,1,4,0,56,0
"161",60,565.93,5,6,4,1,2,6,0,56,0
"162",18,570.67,6,3,5,1,2,4,0,14,0
"163",48,572,6,2,5,1,2,4,1,29,1
"164",37,574,4,2,3,1,2,2,0,33,0
"165",24,574,5,3,4,1,2,4,0,20,0
"166",60,574.07,4,4,5,1,2,4,0,56,0
"167",24,575,4,3,5,1,2,4,0,20,0
"168",48,577.11,5,4,5,2,2,4,1,9,1
"169",36,579.22,3,2,3,1,2,2,0,32,0
"170",18,580.25,4,2,5,1,2,4,0,14,0
"171",60,580.57,5,3,4,1,2,4,0,56,0
"172",48,581.8,6,5,5,1,2,1,1,1,1
"173",48,581.8,6,5,5,1,2,1,1,0,1
"174",60,587.11,4,4,3,3,2,5,1,12,1
"175",19,591,5,3,5,2,2,2,0,15,0
"176",24,591.24,4,2,3,1,2,1,0,20,0
"177",48,593.5,4,2,5,2,2,4,0,44,0
"178",48,596,6,3,4,1,2,1,1,23,1
"179",48,599.6,4,2,5,2,2,2,1,26,1
"180",48,599.6,4,2,5,2,2,2,1,0,1
"181",48,599.93,5,2,2,2,2,1,0,44,0
"182",48,600,2,2,3,1,2,5,0,44,0
"183",48,600,3,2,4,1,2,4,0,44,0
"184",24,600,5,3,5,1,1,4,0,20,0
"185",48,600,5,3,5,1,2,2,0,44,0
"186",48,600,5,3,4,1,1,2,0,44,0
"187",48,600,3,2,3,1,2,5,1,17,1
"188",48,600,3,3,3,1,2,5,0,44,0
"189",39,600,4,3,3,1,2,4,0,35,0
"190",48,600,3,2,3,1,2,5,1,0,1
"191",60,604,6,3,4,2,1,6,0,56,0
"192",36,607.36,4,2,5,1,2,4,0,32,0
"193",60,608,4,2,3,1,2,3,0,56,0
"194",12,610.02,4,2,5,1,2,4,0,8,0
"195",60,610.6,3,2,3,1,2,5,0,56,0
"196",48,612,2,2,3,1,1,4,0,44,0
"197",48,612.28,5,5,5,1,2,4,1,9,1
"198",60,615,4,2,3,1,2,6,0,56,0
"199",18,617.83,4,3,4,1,2,5,0,14,0
"200",60,618.33,6,3,6,1,2,2,0,56,0
"201",48,619.5,6,4,5,1,1,5,1,4,1
"202",48,619.5,6,4,5,1,1,5,1,0,1
"203",48,620,4,2,2,2,2,4,0,44,0
"204",48,622.5,4,2,5,1,1,1,0,44,0
"205",49,622.5,5,3,4,1,2,4,0,45,0
"206",48,625.04,4,3,4,1,2,4,0,44,0
"207",36,625.82,4,2,4,1,2,1,0,32,0
"208",36,625.82,7,3,5,1,2,2,0,32,0
"209",14,629.34,6,3,5,1,2,1,0,10,0
"210",36,630.5,4,2,3,1,2,4,0,32,0
"211",48,634.44,5,2,5,2,2,2,1,47,1
"212",48,634.44,5,2,5,2,2,2,1,0,1
"213",48,635,5,4,3,1,2,2,0,44,0
"214",36,638.13,5,3,4,1,2,4,0,32,0
"215",48,639.57,5,3,4,1,2,1,0,44,0
"216",48,640,6,3,5,1,2,1,1,32,1
"217",48,640,6,3,5,1,2,1,0,44,0
"218",39,640.83,5,3,2,1,2,4,0,35,0
"219",36,641.65,4,3,4,1,2,4,0,32,0
"220",12,642.53,3,3,3,1,2,2,0,8,0
"221",60,643.4,5,2,4,1,2,1,0,56,0
"222",41,644.1,4,2,3,1,2,5,0,37,0
"223",36,645.12,5,3,5,1,2,8,0,32,0
"224",60,645.77,4,6,5,1,2,1,0,56,0
"225",60,648,5,3,2,1,2,6,0,56,0
"226",24,650,4,2,4,1,2,5,0,20,0
"227",42,650,3,2,3,1,1,6,0,38,0
"228",60,650,4,6,4,1,2,4,0,56,0
"229",48,650,4,6,5,1,2,5,0,44,0
"230",49,650,2,2,4,1,2,3,0,45,0
"231",48,651,3,2,2,1,2,5,0,44,0
"232",37,653.33,5,3,2,1,1,1,0,33,0
"233",60,653.4,5,3,5,1,2,1,0,56,0
"234",60,654.21,4,3,7,1,2,4,0,56,0
"235",60,655.15,4,2,3,1,2,4,0,56,0
"236",60,658.25,5,2,2,1,2,3,0,56,0
"237",48,660,2,2,3,1,2,4,0,44,0
"238",48,663.95,2,2,5,1,2,4,0,44,0
"239",48,665.67,4,3,4,1,2,4,0,44,0
"240",48,669.43,3,2,3,1,2,4,0,44,0
"241",36,670.05,2,2,3,1,2,4,0,32,0
"242",12,670.48,4,2,3,1,2,2,0,8,0
"243",51,671,4,2,3,1,2,4,1,21,1
"244",13,672,2,2,3,2,1,5,0,9,0
"245",24,677.62,5,5,4,1,2,4,0,20,0
"246",24,678.62,3,2,3,1,1,3,0,20,0
"247",24,683.82,4,2,4,1,2,4,0,20,0
"248",48,684.75,4,3,5,1,2,3,1,30,1
"249",48,684.75,4,3,5,1,2,3,1,0,1
"250",60,687,4,2,3,1,2,6,0,56,0
"251",49,687.04,3,2,3,1,2,5,0,45,0
"252",48,689.4,5,2,2,1,2,2,0,44,0
"253",37,690,4,6,7,1,1,3,0,33,0
"254",24,690,4,2,3,1,2,4,0,20,0
"255",48,693,4,2,5,1,1,4,0,44,0
"256",36,700,6,3,3,1,2,4,0,32,0
"257",24,700,4,2,3,1,2,4,0,20,0
"258",48,700,5,4,5,1,2,4,0,44,0
"259",48,700,4,6,5,1,2,4,0,44,0
"260",60,700,5,2,5,1,1,4,1,3,1
"261",60,700,4,2,3,1,2,1,1,18,1
"262",24,700,5,2,5,1,1,3,0,20,0
"263",48,700,2,2,5,1,2,4,1,40,1
"264",60,700,4,2,3,1,2,1,1,0,1
"265",48,704.24,3,2,3,1,2,5,0,44,0
"266",48,707.53,4,2,3,1,2,4,0,44,0
"267",60,708.33,7,3,5,1,1,6,0,56,0
"268",48,710,3,6,5,1,2,2,0,44,0
"269",48,714,4,2,5,1,2,4,0,44,0
"270",48,715,4,2,3,1,2,3,1,13,1
"271",24,715,4,2,4,1,2,4,0,20,0
"272",48,715,4,2,3,1,2,3,1,0,1
"273",24,717.29,5,3,5,1,2,1,0,20,0
"274",60,718.67,7,3,5,2,2,4,0,56,0
"275",48,718.82,4,2,3,1,2,4,0,44,0
"276",48,719.27,5,2,5,1,2,1,0,44,0
"277",36,719.45,4,3,5,1,2,3,0,32,0
"278",60,720,4,2,3,1,2,6,0,56,0
"279",48,720,6,3,5,1,2,4,0,44,0
"280",48,721.7,6,3,5,1,2,6,1,36,1
"281",40,724.8,6,3,5,1,2,3,0,36,0
"282",60,730,4,2,4,1,2,4,1,9,1
"283",44,732,7,3,7,1,2,1,0,40,0
"284",48,735,6,3,5,1,2,4,0,44,0
"285",48,735.1,5,3,5,1,2,2,0,44,0
"286",48,735.19,3,2,5,1,2,4,0,44,0
"287",60,735.26,4,3,5,1,2,4,0,56,0
"288",48,735.33,4,2,3,1,2,4,0,44,0
"289",48,736.16,4,2,5,1,2,4,1,21,1
"290",48,737.68,6,3,5,2,2,4,0,44,0
"291",60,738.64,7,3,5,1,2,4,0,56,0
"292",48,739,6,4,5,1,1,4,0,44,0
"293",60,740,4,2,3,1,2,5,0,56,0
"294",60,741.14,4,2,4,1,2,4,0,56,0
"295",48,743,5,3,5,1,2,2,0,44,0
"296",24,743,4,2,3,1,2,4,0,20,0
"297",48,743.54,4,2,3,1,2,3,0,44,0
"298",42,745,5,3,5,2,2,4,0,38,0
"299",42,745,5,3,5,2,2,4,0,38,0
"300",48,745,6,3,5,1,2,4,0,44,0
"301",24,746,7,2,5,1,2,1,0,20,0
"302",60,746.58,4,6,5,1,2,6,1,39,1
"303",48,746.91,4,2,3,1,2,5,0,44,0
"304",24,747.35,3,2,3,1,2,4,0,20,0
"305",48,747.5,4,3,3,1,2,4,0,44,0
"306",48,749,4,4,5,1,1,4,0,44,0
"307",25,749,4,3,5,1,2,4,0,21,0
"308",48,749.43,5,3,5,1,2,4,1,28,1
"309",48,749.43,5,3,5,1,2,4,1,0,1
"310",48,750,5,3,7,1,2,1,0,44,0
"311",36,750,7,4,5,1,1,4,0,32,0
"312",48,751.28,7,3,5,1,2,4,0,44,0
"313",21,752,6,2,4,1,2,1,0,17,0
"314",60,758.5,6,3,5,1,2,5,0,56,0
"315",60,758.88,7,3,5,1,2,4,0,56,0
"316",60,759.5,3,2,3,1,2,5,0,56,0
"317",15,760,6,3,4,1,1,4,1,10,1
"318",15,760,6,3,4,1,1,4,1,0,1
"319",60,762.65,4,3,5,1,2,4,0,56,0
"320",24,763.22,4,6,5,1,2,4,0,20,0
"321",48,765,3,2,3,1,2,1,1,6,1
"322",48,765.45,4,2,5,1,2,3,0,44,0
"323",48,765.8,4,3,4,1,2,2,0,44,0
"324",36,767,4,2,5,1,2,4,0,32,0
"325",36,771.76,5,6,4,1,2,1,0,32,0
"326",24,775,4,3,5,2,2,4,1,13,1
"327",36,776.69,7,3,5,1,2,8,0,32,0
"328",48,776.74,4,2,3,1,2,4,0,44,0
"329",48,777,5,3,5,1,2,4,1,7,1
"330",36,780,6,3,5,1,2,3,1,34,1
"331",48,780,2,2,4,1,2,3,0,44,0
"332",48,783,5,3,4,1,2,3,0,44,0
"333",36,783.33,4,3,5,1,2,4,0,32,0
"334",18,784.1,6,3,7,1,1,6,0,14,0
"335",48,785.08,5,3,5,1,2,1,0,44,0
"336",60,787,4,3,5,1,2,1,0,56,0
"337",60,787,4,3,5,1,2,1,0,56,0
"338",48,789.59,5,2,3,1,2,2,0,44,0
"339",48,790,4,2,4,2,2,4,1,5,1
"340",48,790.9,6,3,5,1,2,4,0,44,0
"341",24,791.67,6,3,5,1,2,1,0,20,0
"342",48,792.43,4,3,5,1,2,1,0,44,0
"343",32,793.83,3,2,3,1,2,4,0,28,0
"344",60,794.5,5,6,3,1,2,2,0,56,0
"345",36,794.98,7,4,5,1,2,2,0,32,0
"346",48,795,5,2,5,1,2,6,1,9,1
"347",60,796.64,2,2,3,1,2,4,0,56,0
"348",60,796.64,2,2,3,1,2,4,0,56,0
"349",60,800,2,2,3,1,2,3,0,56,0
"350",48,800,5,3,5,1,2,5,1,6,1
"351",48,800,4,3,3,1,1,4,0,44,0
"352",48,800,5,3,5,1,2,5,1,0,1
"353",36,801.81,4,3,5,1,2,4,0,32,0
"354",48,802.5,5,2,5,1,2,1,1,27,1
"355",48,802.5,5,2,5,1,2,1,1,0,1
"356",48,802.99,4,2,5,1,2,4,0,44,0
"357",48,803,3,2,3,2,2,2,0,44,0
"358",36,803,2,2,3,1,2,3,0,32,0
"359",24,803.13,4,2,5,1,2,4,0,20,0
"360",24,803.91,4,3,5,1,2,4,0,20,0
"361",48,804.78,3,6,4,1,2,1,0,44,0
"362",48,805,2,2,3,1,2,4,0,44,0
"363",48,806,7,3,3,1,2,2,0,44,0
"364",48,807.81,7,3,5,2,2,2,1,25,1
"365",48,807.81,7,3,5,2,2,2,1,0,1
"366",48,808.3,6,3,5,1,2,4,0,44,0
"367",48,810,4,3,2,1,1,4,0,44,0
"368",37,810,4,3,7,1,2,6,0,33,0
"369",48,812.64,4,6,2,1,2,3,0,44,0
"370",60,813.35,5,2,5,1,2,4,1,42,1
"371",60,814.19,3,2,3,1,2,5,0,56,0
"372",40,817,5,3,5,2,2,2,0,36,0
"373",43,819,2,2,3,1,2,4,0,39,0
"374",48,822,4,3,5,1,2,6,0,44,0
"375",60,822,4,3,4,1,2,1,0,56,0
"376",25,822.05,5,4,5,2,2,4,0,21,0
"377",60,826.76,7,4,5,1,2,10,1,17,1
"378",60,826.76,7,4,5,1,2,10,1,0,1
"379",60,827.25,7,6,5,1,2,6,0,56,0
"380",48,828,4,2,3,1,2,4,0,44,0
"381",39,829,4,3,2,1,2,2,0,35,0
"382",48,829.46,7,2,5,2,2,1,1,12,1
"383",48,829.46,7,2,5,2,2,1,1,0,1
"384",36,830,4,3,5,1,1,3,1,0,1
"385",48,830,5,3,5,1,2,1,0,44,0
"386",48,830,5,3,5,1,2,2,0,44,0
"387",60,830,7,5,4,1,2,1,0,56,0
"388",36,830,7,3,4,1,2,1,1,34,1
"389",60,830,4,2,2,1,2,3,1,10,1
"390",36,830,5,3,4,1,2,4,0,32,0
"391",36,830,4,3,7,1,2,4,0,32,0
"392",30,830,4,2,3,1,2,4,0,26,0
"393",18,830,5,3,4,1,2,1,0,14,0
"394",37,830,6,5,5,1,2,1,0,33,0
"395",36,830,7,3,5,1,2,1,0,32,0
"396",48,830,3,2,5,1,2,3,0,44,0
"397",48,830,3,2,5,1,2,4,0,44,0
"398",36,830,6,3,7,1,1,2,0,32,0
"399",48,830,4,2,3,1,2,4,0,44,0
"400",48,830,7,2,5,1,2,3,0,44,0
"401",48,830,7,5,3,1,2,1,0,44,0
"402",48,830,3,6,4,1,2,4,0,44,0
"403",60,830,4,2,2,1,2,3,1,0,1
"404",36,830,4,3,5,1,1,3,1,0,1
"405",60,830.13,7,6,5,1,2,1,0,56,0
"406",48,831.09,6,3,5,1,1,6,0,44,0
"407",48,831.25,4,2,4,1,2,1,0,44,0
"408",48,833.33,5,2,5,1,1,4,0,44,0
"409",48,833.72,3,2,4,1,2,3,0,44,0
"410",48,834,6,3,5,1,2,1,0,44,0
"411",48,836.62,4,2,4,1,2,4,0,44,0
"412",48,837.25,3,2,4,1,2,4,1,19,1
"413",48,837.25,3,2,4,1,2,4,1,0,1
"414",48,840,3,2,3,1,2,2,0,44,0
"415",48,840.69,7,3,5,1,2,1,0,44,0
"416",12,841,7,2,5,1,2,4,0,8,0
"417",48,841.4,3,2,5,1,2,4,1,1,1
"418",24,841.4,7,5,5,1,2,1,0,20,0
"419",36,842.88,4,2,4,1,2,5,0,32,0
"420",60,843,4,2,3,1,2,1,0,56,0
"421",25,844.85,6,3,7,1,2,4,0,21,0
"422",48,846.61,3,2,3,1,2,6,0,44,0
"423",35,849.1,4,2,5,1,2,4,0,31,0
"424",24,850,4,6,4,1,2,4,0,20,0
"425",24,850,5,2,3,1,2,1,0,20,0
"426",37,850,4,2,3,1,2,6,0,33,0
"427",48,850,4,2,3,1,2,3,0,44,0
"428",60,850,4,2,3,1,1,4,1,40,1
"429",60,850,6,6,7,2,2,4,0,56,0
"430",60,853.19,5,3,2,2,2,3,0,56,0
"431",36,855.03,6,2,5,1,2,1,0,32,0
"432",48,856,2,2,5,1,2,4,0,44,0
"433",41,857,3,2,4,1,2,6,0,37,0
"434",49,857.92,6,3,4,1,2,4,1,35,1
"435",49,857.92,6,3,4,1,2,4,1,0,1
"436",36,858.56,4,3,3,1,2,6,0,32,0
"437",48,858.79,7,3,4,1,2,1,0,44,0
"438",48,861.22,5,2,4,1,1,4,0,44,0
"439",48,862.94,2,2,3,1,2,5,0,44,0
"440",60,863.2,5,2,3,1,2,2,0,56,0
"441",60,867.93,4,3,5,1,2,4,1,13,1
"442",60,867.93,4,3,5,1,2,4,1,0,1
"443",48,868,3,2,2,1,2,4,0,44,0
"444",60,870,4,2,2,1,2,3,0,56,0
"445",60,870,3,3,2,1,2,3,1,35,1
"446",44,870,6,3,5,2,2,1,0,40,0
"447",60,870,3,3,2,1,2,3,1,0,1
"448",48,872.3,4,2,3,1,2,6,0,44,0
"449",24,872.57,3,2,3,1,2,4,0,20,0
"450",48,874.24,5,3,3,1,2,1,1,0,1
"451",48,874.63,6,4,5,1,2,5,0,44,0
"452",24,877.48,4,6,2,1,2,4,0,20,0
"453",36,877.56,4,2,5,1,2,4,0,32,0
"454",50,877.6,4,6,5,1,2,4,0,46,0
"455",48,877.71,6,3,5,1,2,2,0,44,0
"456",43,880,7,2,4,1,2,2,0,39,0
"457",60,880.08,4,3,5,1,2,6,0,56,0
"458",24,881.73,5,6,5,1,2,4,0,20,0
"459",48,882.88,4,3,3,1,2,4,0,44,0
"460",48,883,7,5,3,1,1,1,0,44,0
"461",48,883.34,4,2,4,1,2,4,0,44,0
"462",48,884,4,2,5,1,2,4,1,5,1
"463",48,884,4,2,5,1,2,4,1,0,1
"464",48,884.53,5,3,5,1,2,4,1,28,1
"465",53,891.67,7,3,5,1,2,1,0,49,0
"466",48,896,4,2,2,1,2,4,1,7,1
"467",48,896,4,2,2,1,2,4,1,0,1
"468",60,898.32,7,3,5,1,2,1,0,56,0
"469",49,900,6,3,5,1,2,5,0,45,0
"470",48,900,4,3,3,1,2,4,0,44,0
"471",60,900,5,3,7,1,2,4,0,56,0
"472",48,900,6,3,5,1,2,1,0,44,0
"473",60,900,4,2,3,2,2,5,1,44,1
"474",48,900,6,3,5,1,1,4,0,44,0
"475",60,900,5,2,5,1,1,2,0,56,0
"476",49,902,4,2,2,1,2,4,0,45,0
"477",48,903.72,5,3,5,1,2,6,0,44,0
"478",60,906.48,4,3,4,1,2,3,0,56,0
"479",24,907.38,4,2,3,1,2,6,0,20,0
"480",37,907.61,4,3,5,1,2,5,0,33,0
"481",36,908.33,5,3,2,3,2,4,0,32,0
"482",60,909.57,4,2,5,1,2,4,0,56,0
"483",60,913.33,5,3,5,1,2,4,0,56,0
"484",48,915.89,4,3,4,1,2,4,0,44,0
"485",25,916.66,7,3,4,1,2,4,0,21,0
"486",24,917.74,4,3,3,3,2,4,0,20,0
"487",37,919,7,5,3,1,2,1,0,33,0
"488",37,919.06,6,3,5,1,2,4,0,33,0
"489",24,921.75,7,2,5,1,2,4,0,20,0
"490",48,923.64,5,3,5,2,2,1,0,44,0
"491",24,923.95,5,2,5,1,2,2,0,20,0
"492",48,925,3,2,5,1,2,4,1,7,1
"493",48,927.22,2,2,3,1,2,5,0,44,0
"494",36,927.5,4,2,4,1,2,3,1,12,1
"495",36,927.5,4,2,4,1,2,3,1,0,1
"496",30,929.4,6,3,5,1,2,1,0,26,0
"497",48,930,4,2,3,1,2,4,0,44,0
"498",17,930,5,2,5,1,2,1,0,13,0
"499",48,930.38,6,3,5,1,2,4,0,44,0
"500",12,933,5,3,3,1,2,2,0,8,0
"501",48,933.02,6,4,3,1,2,3,0,44,0
"502",49,934.13,5,3,2,1,2,4,0,45,0
"503",18,935,7,3,5,1,2,1,0,14,0
"504",48,935.18,5,2,2,1,2,4,0,44,0
"505",49,936.74,5,3,5,1,2,2,0,45,0
"506",24,940,3,3,2,1,1,5,0,20,0
"507",45,941.07,7,3,5,1,2,2,0,41,0
"508",13,941.17,4,2,3,1,1,4,0,9,0
"509",60,943,6,4,5,1,2,4,0,56,0
"510",36,944.32,5,5,5,1,2,4,0,32,0
"511",48,945.15,4,2,5,1,2,1,1,39,1
"512",48,946.2,5,3,4,1,1,6,0,44,0
"513",48,948.62,4,3,2,1,2,1,1,0,1
"514",48,948.96,7,4,5,1,2,1,0,44,0
"515",24,950,4,2,2,1,1,3,1,18,1
"516",24,950,5,3,5,1,2,4,0,20,0
"517",48,950,4,2,5,1,2,3,0,44,0
"518",50,950,3,2,2,1,2,4,0,46,0
"519",48,950,5,2,5,1,2,2,1,7,1
"520",48,950,5,2,5,1,2,2,1,0,1
"521",37,952,5,3,5,1,2,3,0,33,0
"522",60,952.16,5,6,3,1,2,5,0,56,0
"523",36,957,5,3,5,1,2,2,0,32,0
"524",37,957,4,2,4,1,2,3,0,33,0
"525",60,960,4,3,5,1,2,4,0,56,0
"526",60,960.08,5,6,5,2,2,1,0,56,0
"527",48,962.29,4,6,5,1,2,4,0,44,0
"528",60,963,4,2,2,1,2,5,0,56,0
"529",24,963.34,6,3,5,1,2,6,0,20,0
"530",24,965,5,4,2,1,2,6,0,20,0
"531",60,965.8,5,2,5,1,2,1,1,15,1
"532",60,965.8,5,2,5,1,2,1,1,0,1
"533",48,965.84,4,3,3,2,2,3,1,11,1
"534",48,965.84,4,3,3,2,2,3,1,0,1
"535",48,966.17,5,2,5,1,2,4,0,44,0
"536",48,966.77,6,5,4,1,2,3,0,44,0
"537",12,967,3,2,3,1,2,5,1,11,1
