"","Loan_Term","Income","Age","Status_marital","Type_residence","Red_flag","Type_employment","school","default","Time_to_default","delta"
"1479",48,1490,5,2,2,2,1,6,1,10,1
"1480",48,1490,5,3,2,2,1,4,1,17,1
"1481",49,1490.75,3,2,4,1,2,5,0,45,0
"1482",30,1490.83,7,3,5,1,2,6,0,26,0
"1483",36,1490.83,7,6,5,1,2,5,0,32,0
"1484",36,1490.95,6,2,5,1,2,4,0,32,0
"1485",36,1491.28,7,3,5,1,2,8,0,32,0
"1486",60,1492.16,2,2,3,1,2,4,0,56,0
"1487",36,1492.31,4,3,4,1,2,4,1,7,1
"1488",48,1492.49,4,3,7,1,2,1,0,44,0
"1489",30,1492.51,4,6,2,1,2,4,0,26,0
"1490",49,1493,6,3,4,1,2,4,1,11,1
"1491",49,1493,6,3,4,1,2,4,1,0,1
"1492",30,1494.12,5,3,2,1,2,6,0,26,0
"1493",60,1494.16,6,3,5,1,1,4,0,56,0
"1494",36,1494.83,5,4,2,1,2,6,0,32,0
"1495",36,1494.83,5,4,2,1,2,6,0,32,0
"1496",48,1497.59,6,3,3,2,2,1,0,44,0
"1497",60,1498,5,5,5,1,2,6,1,12,1
"1498",48,1498.65,6,4,7,1,2,4,0,44,0
"1499",60,1500,5,3,7,1,2,6,0,56,0
"1500",41,1500,4,2,3,2,2,3,1,6,1
"1501",48,1500,6,3,4,1,2,4,0,44,0
"1502",36,1500,4,2,2,1,2,4,0,32,0
"1503",60,1500,6,2,2,1,1,4,0,56,0
"1504",60,1500,6,3,3,1,1,4,0,56,0
"1505",60,1500,5,6,5,1,1,5,0,56,0
"1506",60,1500,5,3,5,1,2,4,1,39,1
"1507",36,1500,4,6,5,1,1,3,1,2,1
"1508",60,1500,5,2,4,1,1,4,1,2,1
"1509",48,1500,4,2,4,1,1,5,0,44,0
"1510",50,1500,5,3,2,1,1,4,0,46,0
"1511",60,1500,6,3,4,1,2,1,0,56,0
"1512",60,1500,4,2,5,1,1,2,0,56,0
"1513",48,1500,5,3,5,2,1,1,0,44,0
"1514",60,1500,5,4,5,2,2,4,0,56,0
"1515",48,1500,3,2,5,1,1,4,0,44,0
"1516",48,1500,6,3,5,1,2,4,0,44,0
"1517",48,1500,6,6,7,1,1,1,0,44,0
"1518",37,1500,7,3,5,1,2,4,0,33,0
"1519",48,1500,4,6,5,1,1,1,1,23,1
"1520",60,1500,7,3,5,1,1,1,1,2,1
"1521",48,1500,4,2,5,1,1,4,1,4,1
"1522",48,1500,4,2,2,1,1,4,1,5,1
"1523",25,1500,4,2,3,1,2,4,0,21,0
"1524",60,1500,4,3,5,1,2,1,1,34,1
"1525",48,1500,4,2,5,1,2,4,1,3,1
"1526",60,1500,5,3,5,1,1,5,0,56,0
"1527",48,1500,4,3,3,1,2,4,0,44,0
"1528",48,1500,5,6,5,1,1,4,0,44,0
"1529",24,1500,5,3,4,1,2,4,0,20,0
"1530",60,1500,4,3,7,1,2,6,0,56,0
"1531",60,1500,5,2,7,1,1,6,0,56,0
"1532",36,1500,3,2,4,1,2,4,0,32,0
"1533",60,1500,4,2,3,2,1,3,1,18,1
"1534",60,1500,4,3,7,1,2,4,0,56,0
"1535",36,1500,5,3,2,2,2,4,0,32,0
"1536",48,1500,4,3,5,1,2,3,0,44,0
"1537",60,1500,3,2,3,1,2,5,0,56,0
"1538",37,1500,3,2,4,1,2,5,0,33,0
"1539",13,1500,6,3,5,1,1,1,0,9,0
"1540",48,1500,5,3,4,1,1,1,1,37,1
"1541",24,1500,4,3,4,1,1,4,1,19,1
"1542",48,1500,5,2,5,3,2,4,0,44,0
"1543",60,1500,5,3,5,1,1,2,0,56,0
"1544",48,1500,4,2,5,1,1,1,1,9,1
"1545",48,1500,6,3,5,1,2,4,0,44,0
"1546",48,1500,5,4,5,1,2,4,0,44,0
"1547",48,1500,6,4,5,1,1,2,0,44,0
"1548",60,1500,5,3,5,1,1,1,0,56,0
"1549",18,1500,5,6,2,2,2,4,0,14,0
"1550",12,1500,7,3,5,1,1,2,0,8,0
"1551",36,1500,4,3,7,1,1,8,0,32,0
"1552",48,1500,4,2,5,1,2,4,0,44,0
"1553",48,1500,4,2,2,1,1,4,0,44,0
"1554",48,1500,5,3,5,1,1,2,0,44,0
"1555",60,1500,7,4,3,1,2,2,0,56,0
"1556",48,1500,4,2,5,1,2,4,1,5,1
"1557",48,1500,4,3,5,1,2,5,1,38,1
"1558",60,1500,4,2,3,1,1,5,1,24,1
"1559",12,1500,6,3,3,1,2,6,0,8,0
"1560",48,1500,5,2,4,1,1,4,0,44,0
"1561",48,1500,5,3,5,1,2,3,0,44,0
"1562",31,1500,5,2,3,1,2,6,0,27,0
"1563",30,1500,6,3,5,1,2,4,1,17,1
"1564",48,1500,4,2,5,1,2,4,0,44,0
"1565",48,1500,4,2,3,1,2,6,0,44,0
"1566",48,1500,4,3,5,1,2,4,1,4,1
"1567",60,1500,4,3,5,1,2,4,1,29,1
"1568",36,1500,4,2,4,1,2,6,0,32,0
"1569",52,1500,6,3,5,2,2,6,0,48,0
"1570",60,1500,5,3,5,1,1,3,0,56,0
"1571",60,1500,4,2,3,1,1,4,0,56,0
"1572",48,1500,4,2,2,1,2,4,0,44,0
"1573",60,1500,5,3,3,1,1,4,0,56,0
"1574",48,1500,4,2,3,1,1,5,1,21,1
"1575",48,1500,3,2,3,1,2,8,0,44,0
"1576",48,1500,3,2,4,1,1,2,0,44,0
"1577",48,1500,4,3,5,1,2,4,1,0,1
"1578",30,1500,6,3,5,1,2,4,1,0,1
"1579",60,1500,4,3,5,1,2,4,1,0,1
"1580",41,1500,4,2,3,2,2,3,1,0,1
"1581",48,1500,4,3,5,1,2,5,1,0,1
"1582",60,1500,5,2,4,1,1,4,1,0,1
"1583",48,1500,4,6,5,1,1,1,1,0,1
"1584",48,1500,4,2,5,1,2,4,1,0,1
"1585",60,1500.38,4,2,3,1,2,4,0,56,0
"1586",48,1502.79,6,3,5,1,2,6,0,44,0
"1587",48,1504.43,5,2,5,3,2,6,0,44,0
"1588",36,1505,5,3,4,1,2,4,0,32,0
"1589",48,1506.84,5,3,2,1,2,6,0,44,0
"1590",48,1507.07,5,6,5,1,2,4,0,44,0
"1591",24,1507.71,5,2,3,1,2,1,0,20,0
"1592",48,1508.33,4,3,5,1,1,6,1,7,1
"1593",60,1508.33,5,3,5,2,2,4,0,56,0
"1594",48,1508.58,7,4,2,1,1,1,0,44,0
"1595",60,1508.85,4,3,5,1,2,4,0,56,0
"1596",60,1509,5,3,5,1,2,4,0,56,0
"1597",37,1509.01,5,3,5,1,2,4,0,33,0
"1598",48,1510,4,2,3,2,1,5,0,44,0
"1599",48,1510,4,3,5,1,2,4,0,44,0
"1600",48,1511.41,7,3,5,1,2,1,0,44,0
"1601",60,1511.54,7,4,5,2,2,4,0,56,0
"1602",60,1511.8,5,3,2,2,1,3,0,56,0
"1603",12,1512.5,4,2,3,1,1,6,0,8,0
"1604",48,1512.8,4,3,4,1,2,4,1,10,1
"1605",48,1513.2,4,2,3,1,2,4,1,2,1
"1606",48,1513.2,4,2,3,1,2,4,1,0,1
"1607",48,1514,7,5,5,1,2,3,0,44,0
"1608",36,1514.57,6,3,5,1,2,6,1,6,1
"1609",48,1515,6,2,5,1,2,1,0,44,0
"1610",36,1515,5,2,5,1,2,4,0,32,0
"1611",48,1516.16,6,3,7,2,2,6,0,44,0
"1612",48,1516.29,5,3,5,1,2,2,0,44,0
"1613",24,1516.95,4,2,3,1,2,5,0,20,0
"1614",38,1517,7,3,5,1,2,4,0,34,0
"1615",60,1517,5,3,3,1,2,5,0,56,0
"1616",48,1517,6,5,5,1,1,4,1,29,1
"1617",48,1517.51,5,3,5,1,2,5,0,44,0
"1618",48,1517.51,5,3,5,1,2,5,0,44,0
"1619",60,1517.71,4,3,5,1,2,6,0,56,0
"1620",24,1517.72,4,3,5,1,2,2,0,20,0
"1621",60,1519.17,7,6,2,1,2,5,0,56,0
"1622",60,1520,7,3,5,1,1,10,1,35,1
"1623",48,1520,4,2,3,1,1,4,0,44,0
"1624",60,1520,7,3,5,1,1,10,1,0,1
"1625",48,1521.26,6,3,5,1,2,4,0,44,0
"1626",24,1522.5,5,3,5,1,2,6,0,20,0
"1627",24,1522.61,7,3,5,1,2,6,0,20,0
"1628",36,1525,6,3,5,1,1,4,1,25,1
"1629",18,1526.49,5,3,5,1,2,6,0,14,0
"1630",48,1528.5,3,2,3,1,2,5,0,44,0
"1631",10,1530,5,2,4,1,2,1,0,6,0
"1632",28,1530,3,2,5,1,1,5,0,24,0
"1633",48,1530.41,6,6,5,1,1,3,0,44,0
"1634",21,1530.83,4,3,2,1,2,6,0,17,0
"1635",60,1530.92,7,3,7,1,2,3,0,56,0
"1636",48,1531.07,5,2,5,1,2,4,0,44,0
"1637",49,1533,5,3,5,1,2,4,0,45,0
"1638",44,1533.24,6,3,2,2,1,2,0,40,0
"1639",48,1533.61,7,5,4,1,2,1,0,44,0
"1640",39,1533.85,4,2,5,1,2,6,1,9,1
"1641",39,1533.85,4,2,5,1,2,6,1,0,1
"1642",49,1533.93,6,3,5,1,2,4,0,45,0
"1643",36,1534.01,4,3,5,1,2,3,0,32,0
"1644",49,1534.38,5,3,5,2,2,6,0,45,0
"1645",48,1535,6,3,2,1,2,4,0,44,0
"1646",12,1535.83,5,3,5,1,2,4,0,8,0
"1647",48,1537,5,3,3,1,2,5,0,44,0
"1648",48,1537,5,4,4,1,1,1,1,23,1
"1649",49,1539.93,7,4,5,1,2,4,0,45,0
"1650",39,1540,6,3,5,1,2,4,0,35,0
"1651",48,1540,6,3,3,1,2,4,0,44,0
"1652",48,1540.95,7,4,5,2,2,6,0,44,0
"1653",48,1541.28,7,3,5,1,2,1,1,23,1
"1654",48,1541.64,7,3,5,1,2,2,0,44,0
"1655",60,1543.39,6,3,4,1,2,2,0,56,0
"1656",48,1543.89,4,2,5,1,2,4,0,44,0
"1657",36,1544.09,7,3,5,1,2,3,0,32,0
"1658",48,1545,5,2,4,1,1,1,0,44,0
"1659",48,1545.45,6,3,4,1,2,4,0,44,0
"1660",60,1545.48,7,3,5,1,2,4,0,56,0
"1661",36,1545.7,4,2,3,2,2,5,0,32,0
"1662",48,1548.42,3,3,5,2,2,3,1,13,1
"1663",48,1548.58,3,2,3,1,1,4,0,44,0
"1664",48,1549.4,2,2,2,1,2,1,1,4,1
"1665",48,1550,5,3,5,1,2,3,0,44,0
"1666",24,1550,5,2,3,1,1,4,0,20,0
"1667",48,1550,2,2,5,1,2,5,0,44,0
"1668",48,1550,4,2,2,1,1,2,1,14,1
"1669",60,1550,5,3,5,1,2,3,0,56,0
"1670",48,1550,4,2,2,1,1,2,1,0,1
"1671",48,1550.66,3,2,4,1,2,4,1,38,1
"1672",60,1551.06,7,2,5,1,2,4,0,56,0
"1673",48,1551.52,7,2,5,2,2,5,0,44,0
"1674",48,1552.61,4,3,3,1,2,6,0,44,0
"1675",24,1552.95,6,3,2,1,2,1,0,20,0
"1676",48,1553.69,4,2,3,1,2,5,0,44,0
"1677",48,1554,5,3,5,1,2,4,0,44,0
"1678",60,1555.74,5,4,5,1,2,6,0,56,0
"1679",60,1557.79,6,3,5,1,2,2,0,56,0
"1680",24,1558.33,4,3,2,1,2,5,0,20,0
"1681",48,1558.33,5,3,4,1,1,4,0,44,0
"1682",48,1558.67,5,2,5,1,1,5,1,8,1
"1683",48,1558.76,3,2,3,1,2,5,0,44,0
"1684",48,1558.9,3,3,3,1,2,4,0,44,0
"1685",37,1560,6,3,5,2,2,4,0,33,0
"1686",60,1560,4,3,5,1,1,4,0,56,0
"1687",48,1560,5,2,4,1,2,4,0,44,0
"1688",48,1560,4,2,3,1,2,3,0,44,0
"1689",12,1561.33,4,6,7,2,1,4,0,8,0
"1690",48,1561.79,5,3,2,1,2,2,0,44,0
"1691",18,1561.88,4,3,5,1,2,4,0,14,0
"1692",48,1563,4,3,3,2,2,6,1,9,1
"1693",37,1563,5,3,5,1,2,4,0,33,0
"1694",48,1563.25,5,3,7,1,2,3,0,44,0
"1695",40,1564,4,2,3,1,2,5,0,36,0
"1696",48,1564.08,7,2,5,2,2,1,0,44,0
"1697",48,1565,5,2,5,1,1,1,0,44,0
"1698",48,1565.39,4,6,2,2,2,4,0,44,0
"1699",48,1565.64,7,3,6,1,2,2,0,44,0
"1700",60,1566,4,2,5,1,1,4,1,5,1
"1701",60,1566,4,2,5,1,1,4,1,0,1
"1702",24,1566.66,6,3,5,1,2,1,0,20,0
"1703",36,1567,5,3,5,1,2,6,0,32,0
"1704",60,1567.95,5,4,4,1,1,4,0,56,0
"1705",24,1568.47,7,2,5,1,2,1,0,20,0
"1706",60,1568.75,4,3,2,1,2,6,0,56,0
"1707",60,1568.78,4,3,4,1,2,5,0,56,0
"1708",60,1569.25,4,2,3,1,2,4,0,56,0
"1709",48,1569.91,5,4,2,1,2,1,0,44,0
"1710",20,1570,4,3,5,1,2,8,0,16,0
"1711",37,1570,3,2,3,1,2,4,0,33,0
"1712",60,1570,7,3,3,1,2,4,0,56,0
"1713",60,1570,5,2,5,3,2,4,1,5,1
"1714",60,1570,5,2,5,3,2,4,1,0,1
"1715",60,1571,5,2,4,1,2,4,0,56,0
"1716",48,1571.82,7,5,5,1,2,3,0,44,0
"1717",48,1572.04,3,2,3,2,2,5,0,44,0
"1718",60,1572.5,6,4,3,1,2,6,0,56,0
"1719",36,1572.5,6,2,3,1,2,6,0,32,0
"1720",30,1572.5,5,4,5,1,2,4,0,26,0
"1721",24,1575,6,4,5,2,1,3,0,20,0
"1722",60,1575,4,2,5,1,2,2,0,56,0
"1723",37,1575.33,7,3,4,1,2,3,0,33,0
"1724",48,1576,4,2,3,1,2,5,0,44,0
"1725",37,1576.18,7,5,5,2,2,5,0,33,0
"1726",48,1576.34,6,3,5,1,2,1,0,44,0
"1727",58,1576.36,7,6,5,1,2,1,0,54,0
"1728",24,1576.67,6,5,4,1,2,2,0,20,0
"1729",49,1578.37,5,2,5,1,2,6,0,45,0
"1730",60,1580,5,3,3,1,2,4,0,56,0
"1731",48,1580,4,3,3,1,2,3,0,44,0
"1732",36,1580,5,3,5,1,2,4,0,32,0
"1733",48,1580,5,3,4,3,1,4,1,7,1
"1734",48,1580,6,3,5,1,2,4,0,44,0
"1735",48,1580.21,5,4,4,2,1,2,0,44,0
"1736",48,1580.31,7,2,5,1,2,1,0,44,0
"1737",36,1580.83,5,3,5,1,2,6,0,32,0
"1738",38,1583,4,3,5,1,2,4,1,12,1
"1739",36,1583,5,3,3,1,2,5,1,20,1
"1740",38,1583,4,3,5,1,2,4,1,0,1
"1741",45,1584.16,4,3,5,1,1,2,1,1,1
"1742",48,1585.16,5,3,4,1,1,1,0,44,0
"1743",48,1585.33,5,3,5,1,1,4,0,44,0
"1744",48,1585.96,3,2,3,1,2,4,0,44,0
"1745",48,1586.14,4,2,2,1,2,4,0,44,0
"1746",24,1586.48,3,2,3,1,2,4,0,20,0
"1747",48,1586.6,4,6,2,1,2,2,0,44,0
"1748",41,1586.82,6,3,5,1,2,8,0,37,0
"1749",48,1587.5,4,2,5,1,2,5,1,24,1
"1750",60,1587.5,7,3,5,2,2,1,0,56,0
"1751",36,1587.6,3,2,3,1,2,6,0,32,0
"1752",48,1587.7,4,3,7,1,2,2,0,44,0
"1753",37,1588,7,3,5,1,2,4,0,33,0
"1754",60,1588.33,5,4,5,1,2,4,0,56,0
"1755",42,1588.84,4,2,3,1,2,6,0,38,0
"1756",60,1589,4,2,5,1,1,3,1,11,1
"1757",60,1589,4,2,5,1,1,3,1,0,1
"1758",24,1589.12,4,3,5,1,2,5,0,20,0
"1759",48,1589.46,7,3,5,1,2,4,0,44,0
"1760",60,1590,5,2,5,1,2,3,1,10,1
"1761",48,1590,5,3,7,1,2,3,0,44,0
"1762",24,1591.72,7,3,5,1,2,2,0,20,0
"1763",60,1592.56,4,2,3,1,2,5,0,56,0
"1764",37,1592.7,4,2,3,1,2,8,0,33,0
"1765",60,1592.96,5,3,5,1,2,3,0,56,0
"1766",48,1593,4,4,5,1,2,5,0,44,0
"1767",48,1594,5,2,5,1,1,4,0,44,0
"1768",48,1594,4,2,5,1,2,4,0,44,0
"1769",37,1594,4,2,3,1,2,5,1,23,1
"1770",48,1594,3,2,3,1,2,4,0,44,0
"1771",37,1594,4,2,3,1,2,5,1,0,1
"1772",48,1595,5,2,4,1,2,2,0,44,0
"1773",36,1595,6,3,5,1,2,4,0,32,0
"1774",60,1595.33,5,2,5,1,1,4,0,56,0
"1775",48,1596,3,3,5,1,2,4,1,23,1
"1776",60,1596.76,4,3,5,1,2,6,0,56,0
"1777",48,1598.99,6,3,5,1,2,5,0,44,0
"1778",60,1600,4,4,3,1,2,4,0,56,0
"1779",36,1600,4,3,5,1,1,1,0,32,0
"1780",12,1600,5,2,5,1,2,4,0,8,0
"1781",48,1600,5,3,2,1,2,1,0,44,0
"1782",48,1600,4,2,3,1,2,5,1,21,1
"1783",48,1600,4,2,2,1,2,6,1,10,1
"1784",48,1600,4,2,3,1,1,4,0,44,0
"1785",48,1600,4,2,3,1,1,6,0,44,0
"1786",36,1600,6,3,4,2,1,4,0,32,0
"1787",24,1600,5,3,5,1,2,1,0,20,0
"1788",60,1600,5,3,5,1,2,4,0,56,0
"1789",48,1600,4,2,3,1,2,4,0,44,0
"1790",16,1600,5,3,5,1,1,6,0,12,0
"1791",48,1600,3,3,5,1,2,2,0,44,0
"1792",60,1600,6,3,5,1,2,6,0,56,0
"1793",48,1600,4,2,3,1,2,4,1,12,1
"1794",39,1600,3,2,3,1,2,4,0,35,0
"1795",60,1600,4,3,4,1,1,2,1,11,1
"1796",60,1600,4,6,4,1,1,5,1,1,1
"1797",48,1600,5,2,5,1,2,1,0,44,0
"1798",60,1600,5,3,5,1,1,4,0,56,0
"1799",48,1600,6,4,5,3,1,5,1,23,1
"1800",60,1600,2,2,4,1,2,3,0,56,0
"1801",36,1600,6,2,5,1,1,3,0,32,0
"1802",48,1600,5,3,3,3,2,3,1,28,1
"1803",48,1600,6,4,5,3,1,5,1,0,1
"1804",60,1600,4,3,4,1,1,2,1,0,1
"1805",48,1600,4,2,3,1,2,4,1,0,1
"1806",48,1600,5,3,3,3,2,3,1,0,1
"1807",48,1600,4,2,3,1,2,5,1,0,1
"1808",60,1600.28,4,3,3,1,2,1,1,21,1
"1809",30,1600.69,4,3,5,1,2,2,0,26,0
"1810",49,1602,6,3,7,1,2,6,0,45,0
"1811",60,1605.37,5,3,5,1,2,2,0,56,0
"1812",48,1608.34,4,4,5,1,2,4,0,44,0
"1813",48,1608.42,2,2,3,1,2,3,0,44,0
"1814",24,1608.75,4,2,3,1,1,2,0,20,0
"1815",25,1608.85,5,4,4,1,2,4,0,21,0
"1816",48,1608.96,5,3,5,1,2,6,0,44,0
"1817",48,1609.27,5,3,5,1,2,6,0,44,0
"1818",48,1610,3,2,3,2,1,4,1,11,1
"1819",48,1610,3,2,3,2,1,4,1,0,1
"1820",24,1610.04,4,2,3,1,2,6,0,20,0
"1821",48,1610.15,4,2,4,1,2,6,0,44,0
"1822",24,1612,7,3,5,1,1,4,0,20,0
"1823",48,1612.51,5,2,5,1,2,3,1,11,1
"1824",48,1613.39,7,5,4,1,2,1,0,44,0
"1825",48,1615,6,4,5,1,2,4,0,44,0
"1826",37,1615,5,3,5,1,2,4,0,33,0
"1827",48,1616.45,5,3,2,1,2,5,1,3,1
"1828",48,1616.45,5,3,2,1,2,5,1,0,1
"1829",48,1616.66,6,6,2,1,1,3,1,27,1
"1830",52,1616.66,2,3,5,1,1,1,0,48,0
"1831",36,1618,6,3,2,1,1,4,0,32,0
"1832",48,1618.04,4,6,3,1,2,4,0,44,0
"1833",24,1618.33,4,2,3,1,1,6,0,20,0
"1834",49,1619.44,4,2,2,1,2,6,1,10,1
"1835",49,1619.44,4,2,2,1,2,6,1,0,1
"1836",60,1619.5,5,3,2,1,2,1,0,56,0
"1837",48,1619.56,4,2,5,1,2,2,1,13,1
"1838",48,1619.56,4,2,5,1,2,2,1,0,1
"1839",60,1620,5,3,5,1,1,6,0,56,0
"1840",60,1620,4,3,3,1,2,4,0,56,0
"1841",37,1620,4,2,4,1,2,4,1,13,1
"1842",60,1620,5,2,3,1,2,4,0,56,0
"1843",37,1620,4,2,4,1,2,4,1,0,1
"1844",60,1620.83,6,3,2,1,2,4,1,4,1
"1845",48,1622.47,6,3,5,1,2,1,0,44,0
"1846",34,1623,2,2,5,1,2,5,0,30,0
"1847",50,1623.28,5,4,2,2,2,4,1,15,1
"1848",50,1623.28,5,4,2,2,2,4,1,0,1
"1849",48,1625,4,2,5,1,2,4,0,44,0
"1850",48,1625,6,4,5,2,1,1,1,28,1
"1851",12,1625,4,2,5,1,2,5,0,8,0
"1852",48,1625,5,2,4,1,1,4,1,24,1
"1853",48,1625,6,4,5,2,1,1,1,0,1
"1854",37,1625.06,5,3,5,1,2,4,0,33,0
"1855",48,1625.34,6,3,5,1,2,4,0,44,0
"1856",15,1625.92,5,2,3,1,2,6,0,11,0
"1857",60,1626,4,3,5,1,2,5,0,56,0
"1858",48,1626.45,7,3,5,1,2,6,0,44,0
"1859",48,1626.67,6,4,5,1,1,6,0,44,0
"1860",48,1626.67,6,4,5,1,1,6,0,44,0
"1861",60,1626.75,5,2,3,1,2,4,1,23,1
"1862",60,1627.56,5,4,2,1,2,4,0,56,0
"1863",48,1627.83,5,2,5,1,1,3,0,44,0
"1864",48,1628,5,3,5,1,2,4,0,44,0
"1865",48,1628.64,7,3,5,1,1,1,0,44,0
"1866",49,1630,4,3,5,2,2,3,0,45,0
"1867",12,1630,5,2,5,1,1,3,0,8,0
"1868",48,1630,3,2,3,1,2,4,0,44,0
"1869",60,1630,7,5,5,1,2,1,0,56,0
"1870",49,1631.47,6,4,4,2,2,4,1,3,1
"1871",24,1632,5,3,5,1,2,4,1,18,1
"1872",12,1632.08,6,3,5,1,1,6,0,8,0
"1873",60,1632.41,5,3,4,1,2,6,0,56,0
"1874",48,1633,7,3,5,1,1,4,1,12,1
"1875",60,1633,6,6,4,1,2,4,0,56,0
"1876",60,1633,6,6,4,1,2,4,0,56,0
"1877",60,1633.33,6,4,2,1,2,4,0,56,0
"1878",48,1633.33,6,4,2,1,1,4,0,44,0
"1879",48,1633.42,7,3,5,2,2,2,0,44,0
"1880",60,1634,7,4,5,1,2,6,0,56,0
"1881",60,1634.43,7,2,5,1,2,4,0,56,0
"1882",48,1634.52,7,5,5,2,2,2,0,44,0
"1883",60,1634.72,7,5,5,1,2,4,0,56,0
"1884",49,1635,4,3,2,1,1,4,0,45,0
"1885",24,1635.83,3,2,5,1,1,4,0,20,0
"1886",60,1635.98,5,3,5,1,2,2,0,56,0
"1887",18,1636,6,3,5,1,2,2,0,14,0
"1888",29,1636,5,3,4,1,2,8,0,25,0
"1889",48,1637.5,4,3,2,1,2,4,0,44,0
"1890",48,1637.5,6,3,3,2,2,6,1,30,1
"1891",48,1637.58,4,2,3,1,2,5,0,44,0
"1892",48,1637.65,5,2,3,1,2,4,0,44,0
"1893",48,1638.33,4,2,2,1,1,5,0,44,0
"1894",37,1639.06,4,3,7,1,2,3,0,33,0
"1895",60,1639.16,3,2,3,1,2,4,1,16,1
"1896",48,1639.16,5,3,5,1,2,6,1,16,1
"1897",60,1639.83,5,4,3,1,1,4,1,39,1
"1898",60,1639.83,5,4,3,1,1,4,1,0,1
"1899",48,1640,4,3,2,1,1,6,1,34,1
"1900",60,1640,4,3,2,1,2,6,0,56,0
"1901",48,1640,4,2,4,1,2,4,1,23,1
"1902",48,1640,3,2,3,2,2,5,0,44,0
"1903",60,1640,7,4,3,1,1,6,1,6,1
"1904",37,1640,5,2,3,1,2,6,0,33,0
"1905",48,1640,4,3,2,1,1,6,1,0,1
"1906",48,1640,4,2,4,1,2,4,1,0,1
"1907",51,1640.17,4,3,3,1,2,6,0,47,0
"1908",24,1640.45,3,3,5,1,2,5,0,20,0
"1909",60,1640.96,6,3,4,1,2,4,0,56,0
"1910",48,1641,5,6,6,1,2,4,0,44,0
"1911",24,1641.15,5,3,5,2,2,2,0,20,0
"1912",60,1641.19,3,2,5,1,2,3,0,56,0
"1913",60,1641.25,5,3,7,1,1,4,0,56,0
"1914",48,1641.32,6,3,4,1,2,4,0,44,0
"1915",42,1641.66,4,2,3,1,2,5,0,38,0
"1916",12,1641.67,4,3,7,1,1,8,0,8,0
"1917",15,1643.5,2,2,3,1,2,5,0,11,0
"1918",48,1643.83,7,3,2,1,2,5,0,44,0
"1919",48,1644,4,2,3,1,2,4,0,44,0
"1920",48,1644.07,4,2,5,2,2,4,1,4,1
"1921",36,1645,6,4,5,1,2,4,0,32,0
"1922",36,1647.62,5,3,5,1,2,4,0,32,0
"1923",40,1647.88,6,4,2,1,1,6,0,36,0
"1924",60,1648,5,3,5,1,2,1,0,56,0
"1925",37,1648,3,3,3,1,2,5,0,33,0
"1926",48,1648.46,6,4,5,2,2,4,0,44,0
"1927",48,1650,5,2,3,1,2,6,1,22,1
"1928",48,1650,5,3,4,1,2,4,0,44,0
"1929",48,1650,4,3,5,1,2,4,0,44,0
"1930",48,1650,7,5,5,1,2,4,0,44,0
"1931",48,1650,6,3,4,1,1,1,0,44,0
"1932",60,1650,5,3,5,1,1,6,0,56,0
"1933",48,1650,5,2,3,1,2,6,1,0,1
"1934",48,1650.04,4,2,3,1,2,6,0,44,0
"1935",24,1650.08,3,2,3,1,2,5,0,20,0
"1936",49,1650.74,4,2,3,1,2,5,0,45,0
"1937",48,1651,5,3,4,2,2,4,0,44,0
"1938",48,1653.5,4,2,7,1,1,1,0,44,0
"1939",48,1654.58,4,3,4,1,2,5,0,44,0
"1940",48,1654.75,6,3,5,2,2,4,0,44,0
"1941",60,1655,4,2,5,2,2,4,1,40,1
"1942",48,1655,6,4,5,1,1,2,1,1,1
"1943",60,1655.25,7,3,5,1,2,1,0,56,0
"1944",60,1655.25,7,3,5,1,2,1,0,56,0
"1945",38,1657.1,3,6,5,1,2,4,0,34,0
"1946",60,1659.05,3,6,7,1,2,6,0,56,0
"1947",48,1659.83,4,2,5,2,2,4,0,44,0
"1948",60,1660,3,3,3,1,2,6,0,56,0
"1949",36,1660,4,2,3,1,2,5,0,32,0
"1950",48,1660,4,3,3,1,2,4,0,44,0
"1951",60,1660,6,3,5,1,2,6,0,56,0
"1952",36,1660,5,3,5,1,2,2,0,32,0
"1953",48,1660.07,7,5,4,1,2,1,1,9,1
"1954",48,1660.73,6,6,5,1,2,4,0,44,0
"1955",20,1661.03,6,3,5,1,2,4,0,16,0
"1956",12,1661.94,6,3,5,1,2,4,0,8,0
"1957",48,1662,4,4,3,2,2,2,1,9,1
"1958",48,1662,4,4,3,2,2,2,1,0,1
"1959",48,1662.24,5,6,5,1,2,4,0,44,0
"1960",42,1662.79,4,3,4,1,2,2,0,38,0
"1961",36,1663.51,4,5,3,1,2,4,0,32,0
"1962",60,1663.57,5,2,5,2,2,5,0,56,0
"1963",48,1664.5,5,3,5,1,2,2,0,44,0
"1964",48,1665.66,5,3,5,1,1,2,0,44,0
"1965",60,1666,4,2,2,1,2,4,1,12,1
"1966",60,1666,4,2,2,1,2,4,1,0,1
"1967",12,1666.3,4,2,2,1,2,5,0,8,0
"1968",48,1666.32,5,3,4,1,2,4,0,44,0
"1969",48,1666.66,7,2,5,1,1,1,1,24,1
"1970",48,1666.96,5,3,5,1,2,2,0,44,0
"1971",35,1667.5,5,3,3,1,1,1,1,18,1
"1972",48,1667.61,6,3,5,1,2,4,1,7,1
"1973",60,1668.39,5,3,5,1,2,4,1,22,1
"1974",60,1669,4,2,5,1,2,4,0,56,0
"1975",30,1669.39,5,3,5,1,2,3,0,26,0
"1976",24,1669.75,7,3,5,1,2,4,0,20,0
